Browser Size,Sessions,Pageviews
1630x960,51,62
1660x990,51,91
1680x700,51,136
1750x820,51,81
1800x800,51,119
1810x1110,51,90
1880x970,51,82
2030x720,51,116
2110x1170,51,163
360x760,51,64
640x790,51,65
680x680,51,65
690x560,51,79
720x560,51,96
740x630,51,77
820x510,51,77
820x630,51,73
830x570,51,89
840x630,51,66
840x850,51,97
850x410,51,87
860x630,51,83
860x800,51,80
880x590,51,67
880x600,51,133
940x490,51,114
940x580,51,188
970x890,51,94
990x870,51,88
990x880,51,84
1020x830,50,80
1060x840,50,81
1060x900,50,76
1090x880,50,72
1090x940,50,64
1100x480,50,85
1100x960,50,97
1160x820,50,74
1170x500,50,94
1170x910,50,96
1190x500,50,87
1230x500,50,77
1270x970,50,73
1450x630,50,83
1450x960,50,73
1710x770,50,100
1760x940,50,93
1760x960,50,105
1790x830,50,111
1830x850,50,91
1900x780,50,98
2240x1150,50,94
2530x1220,50,82
460x600,50,67
590x750,50,66
610x580,50,67
610x610,50,69
630x790,50,100
680x580,50,74
700x580,50,84
710x580,50,72
800x1230,50,72
800x370,50,71
810x580,50,78
820x670,50,79
850x630,50,129
860x930,50,142
870x620,50,113
880x960,50,72
900x560,50,81
910x390,50,73
920x570,50,88
930x630,50,70
940x830,50,123
950x540,50,107
960x490,50,75
970x870,50,87
1000x860,49,71
1030x840,49,77
1030x870,49,91
1040x870,49,86
1040x950,49,103
1050x960,49,105
1060x470,49,72
1060x880,49,79
1100x1330,49,54
1110x880,49,86
1140x480,49,77
1140x500,49,111
1190x940,49,93
1230x490,49,84
1260x1250,49,116
1280x510,49,83
1650x770,49,86
1700x1270,49,69
1700x800,49,120
1700x970,49,63
1840x840,49,165
1920x820,49,75
2110x1020,49,84
2560x1190,49,189
2610x1250,49,112
340x660,49,50
510x640,49,213
570x820,49,75
600x620,49,82
620x790,49,70
640x290,49,67
640x860,49,79
680x560,49,78
690x580,49,120
700x560,49,83
710x860,49,65
740x570,49,124
770x370,49,64
770x590,49,91
840x370,49,67
850x930,49,71
890x620,49,79
970x470,49,71
980x500,49,75
1030x500,48,75
1030x530,48,64
1030x880,48,73
1040x860,48,98
1060x960,48,83
1070x860,48,67
1070x890,48,103
1080x820,48,94
1100x820,48,90
1100x860,48,84
1110x900,48,86
1120x850,48,66
1130x940,48,74
1140x850,48,92
1140x870,48,114
1150x850,48,112
1160x950,48,119
1190x950,48,68
1200x500,48,81
1250x480,48,120
1260x1310,48,76
1280x1290,48,77
1360x960,48,94
1420x970,48,105
1430x580,48,75
1460x630,48,129
1460x940,48,83
1480x650,48,92
1490x640,48,150
1700x790,48,140
1720x820,48,71
1820x940,48,139
2050x1010,48,88
2110x1120,48,77
350x670,48,61
360x320,48,54
570x740,48,73
600x570,48,104
610x650,48,72
700x280,48,60
760x780,48,76
790x780,48,74
810x1050,48,50
810x360,48,55
820x960,48,69
890x860,48,88
890x950,48,80
900x540,48,110
910x410,48,90
1050x790,47,54
1050x910,47,63
1060x460,47,126
1100x950,47,125
1110x870,47,79
1110x940,47,67
1140x900,47,71
1160x870,47,109
1170x890,47,126
1210x950,47,88
1270x1300,47,71
1270x1310,47,99
1280x500,47,110
1290x540,47,90
1420x590,47,73
1560x980,47,78
1650x990,47,89
1660x1020,47,91
1660x970,47,94
1700x820,47,72
1750x990,47,70
1780x820,47,87
1810x970,47,115
1890x990,47,68
2000x980,47,95
2110x1010,47,88
2130x1040,47,136
2560x1200,47,87
2560x1350,47,69
2610x1370,47,85
360x260,47,60
450x660,47,51
490x850,47,108
580x600,47,71
590x650,47,67
600x560,47,86
630x760,47,78
740x780,47,62
750x320,47,107
790x900,47,78
800x570,47,75
800x780,47,83
810x590,47,83
820x440,47,128
820x810,47,76
830x1150,47,75
830x630,47,66
840x600,47,167
840x660,47,78
840x910,47,65
850x570,47,113
870x560,47,85
870x670,47,83
870x860,47,84
880x900,47,71
910x780,47,85
920x880,47,72
940x1010,47,62
940x990,47,61
960x1000,47,61
960x440,47,81
970x450,47,103
980x890,47,85
1000x470,46,62
1000x810,46,70
1030x850,46,62
1040x910,46,77
1070x790,46,61
1070x820,46,68
1110x860,46,96
1150x870,46,74
1160x860,46,75
1180x870,46,76
1270x1290,46,125
1280x1260,46,83
1280x1280,46,101
1320x540,46,84
1440x1610,46,75
1440x540,46,112
1510x620,46,154
1520x600,46,84
1610x960,46,80
1640x970,46,78
1760x970,46,105
1800x960,46,92
1810x1100,46,98
1860x1060,46,77
1870x850,46,82
1900x1180,46,51
2050x950,46,73
2540x1010,46,86
2550x1290,46,72
2560x1210,46,77
300x420,46,59
350x700,46,53
360x350,46,58
390x580,46,54
40x10,46,52
590x560,46,71
620x630,46,67
640x890,46,53
690x1010,46,50
720x860,46,60
760x560,46,70
770x560,46,61
820x590,46,90
830x920,46,58
850x370,46,71
870x660,46,62
900x970,46,71
910x580,46,61
930x580,46,105
990x510,46,68
1000x890,45,74
1000x960,45,63
1050x860,45,77
1070x870,45,101
1090x860,45,80
1110x890,45,91
1170x940,45,113
1200x490,45,71
1260x1610,45,47
1470x970,45,69
1490x660,45,66
1490x970,45,85
1510x640,45,95
1560x700,45,81
1580x1020,45,70
1580x1040,45,77
1650x980,45,69
1700x1260,45,67
1700x980,45,107
1770x810,45,106
1790x1070,45,82
1840x850,45,94
1900x790,45,96
1930x880,45,156
2540x890,45,68
2550x1240,45,84
2560x1440,45,120
340x650,45,52
360x370,45,51
460x810,45,106
530x750,45,49
570x750,45,65
590x640,45,54
640x580,45,63
660x820,45,61
690x960,45,63
710x560,45,69
770x570,45,67
